order_id,order_date,order_time,order_status,sales_channel,customer_id,customer_name,customer_age,gender,customer_segment,customer_type,customer_city,customer_state,customer_country,region,customer_postal_code,payment_method,payment_status,currency,shipping_method,warehouse,delivery_days,estimated_delivery_days,delivery_status,return_status,return_reason,customer_rating,review_sentiment,customer_review,marketing_channel,campaign_name,coupon_code,loyalty_points_earned,loyalty_points_redeemed,quantity,gross_sales,discount_amount,tax_amount,shipping_cost,net_sales,product_cost,profit,profit_margin_percentage,customer_lifetime_value,is_repeat_customer,customer_order_count
ORD-422781,2021-03-16,13:44:46,Completed,Mobile App,CUST-012847,Kristi Moss,48,Female,VIP,Loyal,Bryanside,Illinois,USA,Central,56073,Digital Wallet,Paid,USD,Same Day,WH-012,1.0,1.0,On Time,,,4.2,Positive,Satisfied with the purchase.,Instagram,,SAVE22,109,68,5,1070.09,80.09,69.30000000000001,35.89,1095.19,474.67,584.63,53.38,13536.61,True,6
ORD-976455,2023-02-17,06:39:32,Completed,Mobile App,CUST-008533,Linda Henson,20,Female,Consumer,Loyal,West Jennifer,Pennsylvania,USA,East,44943,Cash on Delivery,Paid,USD,Standard,WH-002,5.0,5.0,On Time,,,3.0,Neutral,Mixed feelings about this purchase.,Facebook Ads,FB_Dynamic,,84,29,5,917.04,137.67,54.55,15.78,849.7,505.92,328.0,38.6,3784.91,True,7
ORD-812521,2021-01-05,10:13:04,Returned,Mobile App,CUST-006374,Christopher Rogers,19,Female,Consumer,Loyal,East Jennifer,New York,USA,East,89927,Debit Card,Refunded,USD,Express,WH-014,,,Cancelled,Returned,Other,,,,Referral,,,0,0,2,386.78,0.0,27.07,14.57,428.42,131.16,282.69,65.98,5473.47,True,7
ORD-109089,2024-05-01,22:20:05,Completed,Mobile App,CUST-023104,Heather Shaw,41,Male,Consumer,Loyal,South Bryantown,Georgia,USA,South,18155,Cash on Delivery,Paid,USD,Standard,WH-017,4.0,4.0,On Time,,,3.7,Positive,Decent quality for the price.,Affiliate,Affiliate_Partner,,28,13,4,295.63,45.1,17.54,18.29,286.36,111.16,156.91,54.79,7109.5,True,8
ORD-657527,2023-09-25,10:41:36,Completed,Website,CUST-006583,Nancy Alvarado,31,Female,Premium,Loyal,Shermanfort,Georgia,USA,South,44739,Credit Card,Paid,USD,Standard,WH-011,11.0,7.0,Delayed,,,3.2,Neutral,Not what I expected but it's okay.,Organic Search,,,90,77,11,1053.44,226.26,57.91,17.919999999999998,903.01,573.49,311.6,34.51,5650.6,True,5
ORD-430907,2021-12-10,13:49:29,Completed,Mobile App,CUST-018842,Michael Li,24,Female,Business,Loyal,New Bethanystad,Florida,USA,South,35053,Buy Now Pay Later,Paid,USD,Standard,WH-014,7.0,7.0,On Time,,,4.3,Positive,Satisfied with the purchase.,Instagram,,,550,294,11,7956.65,2830.0,358.86,21.75,5507.26,5115.930000000001,369.58,6.71,9559.31,True,5
ORD-639434,2022-03-31,23:15:29,Completed,Social Media,CUST-008144,Sheila Mullen,20,Male,Consumer,Loyal,Loristad,South Australia,Australia,South,8114,Credit Card,Paid,AUD,Express,WH-007,1.0,1.0,On Time,,,4.0,Positive,Good value for money.,YouTube,,SAVE21,286,114,7,2767.76,206.83,256.09000000000003,52.94,2869.96,1476.32,1340.7,46.71,12758.63,True,7
ORD-320510,2025-10-14,16:10:18,Completed,Mobile App,CUST-019839,Shannon Harris,47,Female,Consumer,Loyal,North Garrett,Pennsylvania,USA,East,17914,Debit Card,Paid,USD,Standard,WH-006,4.0,4.0,On Time,,,2.9,Neutral,Quality could be improved.,Organic Search,Default_Campaign,SAVE31,42,31,2,458.3,75.45,26.8,11.44,421.09,204.23,205.42,48.78,3065.5200000000004,True,4
ORD-643915,2024-12-08,09:26:06,Cancelled,Mobile App,CUST-024577,Jonathan Hancock,65,Male,Consumer,Loyal,New Robert,New York,USA,East,60570,Credit Card,Failed,USD,Standard,WH-004,,,Cancelled,,,,,,Organic Search,Default_Campaign,SAVE22,0,0,10,2526.53,0.0,176.85,19.32,2722.7,1295.59,1407.79,51.71,10303.829999999998,True,8
ORD-255412,2024-12-11,21:22:22,Completed,Website,CUST-011088,Donna Ryan,38,Male,Consumer,Loyal,North Michaelhaven,Illinois,USA,Central,38736,Cash on Delivery,Paid,USD,Express,WH-004,0.0,1.0,Early,,,4.0,Positive,Good value for money.,Google Ads,Google_Search_Q1,,206,123,15,2768.64,879.41,132.25,40.08,2061.56,1425.38,596.1,28.91,5675.91,True,4
ORD-297560,2022-12-16,22:12:28,Returned,Website,CUST-014799,Christine Jones,39,Female,Consumer,Returning,Dixonborough,Ohio,USA,Central,45834,Credit Card,Refunded,USD,Standard,WH-013,,,Cancelled,Returned,Product Not as Expected,,,,Organic Search,Default_Campaign,,0,0,2,988.94,0.0,69.22999999999999,20.82,1078.99,453.98,604.19,56.0,3649.68,True,3
ORD-926530,2023-09-05,15:20:15,Completed,Social Media,CUST-003975,Stephen Hamilton,61,Non-Binary,Premium,Loyal,Anntown,New York,USA,East,86249,PayPal,Paid,USD,Standard,WH-015,3.0,3.0,On Time,,,3.9,Positive,Good product. Works as expected.,Google Ads,Google_Display,,145,142,8,1620.4899999999998,281.22,93.74,18.7,1451.71,763.01,670.0,46.15,9737.71,True,6
ORD-199270,2022-06-07,03:53:10,Completed,Mobile App,CUST-010784,Elizabeth Holder,65,Female,Consumer,Loyal,Wilsonview,Hesse,Germany,Central,64939,Credit Card,Paid,EUR,Standard,WH-017,7.0,7.0,On Time,,,3.4,Neutral,Not what I expected but it's okay.,Facebook Ads,,SAVE35,162,53,2,1451.15,103.87,255.99,17.1,1620.37,895.08,708.19,43.71,4597.63,True,4
ORD-781390,2022-08-08,23:03:00,Completed,Website,CUST-017331,Stephanie Oneal,19,Male,Premium,Loyal,Lake Steven,Georgia,USA,South,8341,Digital Wallet,Pending,USD,Economy,WH-006,5.0,5.0,On Time,,,3.7,Positive,Met my expectations. Would recommend.,Organic Search,,SAVE35,68,41,5,769.5000000000001,151.94,43.22,24.85,685.63,290.6,370.18,53.99,4058.14,True,6
ORD-189469,2024-10-10,14:41:05,Completed,Website,CUST-012143,Albert Rodriguez,31,Male,Consumer,Loyal,New Angelton,Ohio,USA,Central,87540,PayPal,Paid,USD,Economy,WH-015,10.0,10.0,On Time,,,3.9,Positive,Good product. Works as expected.,Affiliate,,,366,63,7,3609.76,211.48,237.87,27.16,3663.31,1688.4800000000002,1947.67,53.17,9082.52,True,6
ORD-907809,2025-03-30,07:44:59,Completed,Website,CUST-015213,Wesley Fields,65,Female,Premium,Loyal,Jenniferhaven,New York,USA,East,16433,Credit Card,Paid,USD,Economy,WH-007,6.0,8.0,Early,,,3.8,Positive,Decent quality for the price.,TikTok,,,82,61,4,897.78,130.42000000000002,53.72,6.77,827.8499999999999,402.6,418.48,50.55,8355.19,True,11
ORD-681938,2023-10-01,23:14:46,Completed,Mobile App,CUST-023487,Nathan Vincent,21,Non-Binary,VIP,Loyal,Johnville,Michigan,USA,Central,26168,Bank Transfer,Paid,USD,Standard,WH-007,7.0,7.0,On Time,,,3.7,Positive,Good value for money.,Instagram,,,169,168,14,2011.76,439.71,110.04,11.94,1694.03,764.64,917.45,54.16,6353.42,True,5
ORD-929484,2023-09-02,12:35:07,Completed,Website,CUST-008851,Christina Williams,34,Female,Consumer,Loyal,New Natalieton,Illinois,USA,Central,1253,Debit Card,Paid,USD,Standard,WH-016,4.0,4.0,On Time,,,3.4,Neutral,Product has some issues but it works.,Google Ads,,,83,6,8,778.8599999999999,52.31,50.85999999999999,59.51,836.9200000000001,357.05,420.36,50.23,5241.64,True,6
ORD-361152,2025-03-14,18:19:04,Completed,Social Media,CUST-007210,Daniel Coleman,63,Female,Premium,Loyal,Larryville,Maharashtra,India,West,34848,Debit Card,Pending,INR,Standard,WH-016,7.0,7.0,On Time,,,4.2,Positive,Decent quality for the price.,Direct,Default_Campaign,,64,57,2,597.6800000000001,55.35,97.62,1.6799999999999995,641.63,398.87,241.08,37.57,6982.47,True,7
ORD-794841,2022-10-15,14:22:26,Completed,Marketplace,CUST-000044,Gary Cunningham,25,Female,Consumer,Loyal,West Antonio,Florida,USA,South,29971,Debit Card,Pending,USD,Express,WH-007,3.0,3.0,On Time,,,3.9,Positive,Good product. Works as expected.,Referral,,,277,93,5,3130.3500000000004,560.6,179.88,21.23,2770.86,1934.22,815.4100000000001,29.43,8412.22,True,7
ORD-534631,2024-05-11,16:32:37,Completed,Website,CUST-017939,Peter Simmons,36,Male,Business,Loyal,East Janiceville,California,USA,West,30684,Credit Card,Paid,USD,Economy,WH-004,9.0,9.0,On Time,,,3.7,Positive,Good value for money.,Google Ads,Google_Search_Q1,,220,135,6,2245.61,208.57,142.59,29.29,2208.92,1140.85,1038.78,47.03,13154.38,True,12
ORD-211976,2024-09-30,14:50:43,Completed,Mobile App,CUST-010306,Jeffrey Joseph,46,Male,Premium,Loyal,Lake Jessica,California,USA,West,49352,Debit Card,Paid,USD,Standard,WH-002,3.0,3.0,On Time,,,3.9,Positive,Decent quality for the price.,Direct,,SAVE44,69,3,5,770.1700000000001,127.37,45.0,11.06,698.8599999999999,364.58,323.22,46.25,14468.06,True,7
ORD-389650,2023-09-03,18:08:34,Completed,Mobile App,CUST-022828,Tracy Ferguson,55,Male,Consumer,Loyal,East Summer,Ajman,UAE,North,48722,Credit Card,Paid,AED,Express,WH-007,1.0,1.0,On Time,,,4.3,Positive,Good value for money.,Direct,,,68,33,2,675.94,38.08,31.89,19.79,689.54,220.88,448.87,65.1,11100.86,True,13
ORD-722621,2025-08-20,08:36:28,Completed,Website,CUST-014709,Katie Small,56,Female,Consumer,Loyal,Lindsayside,Hesse,Germany,Central,50452,Debit Card,Paid,EUR,Standard,WH-003,4.0,4.0,On Time,,,4.6,Positive,Best purchase I've made this year!,Facebook Ads,FB_Retargeting,,63,27,3,559.1500000000001,45.31,97.63,19.5,630.97,301.17,310.29999999999995,49.18,3644.1,True,4
ORD-611835,2024-11-16,15:07:23,Completed,Website,CUST-020944,Renee Hawkins,57,Female,Business,Loyal,Port Jacqueline,Michigan,USA,Central,65288,Bank Transfer,Paid,USD,Economy,WH-003,10.0,10.0,On Time,,,3.3,Neutral,Quality could be improved.,Direct,,,514,125,7,5147.780000000001,371.32,334.35,31.97,5142.78,2730.13,2380.68,46.29,13571.09,True,7
ORD-127387,2021-10-23,09:49:50,Completed,Mobile App,CUST-011724,Brett Le,49,Male,Premium,Loyal,Lukefort,Michigan,USA,Central,69773,Debit Card,Paid,USD,Express,WH-018,2.0,2.0,On Time,,,3.5,Positive,Good product. Works as expected.,Organic Search,,,41,12,3,440.06,70.7,25.85,15.330000000000002,410.54,222.71,172.5,42.02,8834.73,True,8
ORD-620994,2021-10-19,14:08:58,Completed,Website,CUST-005352,James James,25,Male,Consumer,Loyal,Lake Courtney,Ohio,USA,Central,60718,PayPal,Paid,USD,Standard,WH-019,7.0,7.0,On Time,,,3.8,Positive,Good value for money.,Facebook Ads,,,562,3,10,5642.01,395.75,367.23,13.24,5626.73,2969.59,2643.9,46.99,9886.64,True,8
ORD-307796,2025-08-16,01:44:59,Completed,Marketplace,CUST-020475,Nathan Wagner,45,Male,Premium,Loyal,Josephland,Manitoba,Canada,Central,17963,Credit Card,Paid,CAD,Economy,WH-005,10.0,10.0,On Time,,,3.0,Neutral,Not what I expected but it's okay.,Instagram,,,126,30,6,1360.66,271.56,141.57999999999998,30.770000000000003,1261.4499999999998,644.21,586.47,46.49,9309.74,True,5
ORD-851174,2025-04-15,20:37:24,Completed,Social Media,CUST-022764,Courtney Ramirez,72,Female,Premium,Loyal,Bellside,New York,USA,East,43123,PayPal,Paid,USD,Economy,WH-013,6.0,6.0,On Time,,,4.5,Positive,Absolutely love this product! Exceeded all expectations.,Google Ads,Google_Shopping,SAVE20,146,2,6,1605.69,252.19,94.74,16.479999999999997,1464.72,770.66,677.58,46.26,7211.29,True,6
ORD-621474,2023-01-14,01:17:15,Completed,Marketplace,CUST-022188,Adam Schaefer,51,Female,Premium,Loyal,Mathewville,Ohio,USA,Central,43607,Credit Card,Paid,USD,Express,WH-015,2.0,1.0,Delayed,,,3.4,Neutral,Average product. Could be better.,Referral,Referral_Program,,190,161,7,2143.95,381.53,123.36,23.95,1909.73,1372.0,513.78,26.9,9301.06,True,11
ORD-787659,2022-11-03,13:05:17,Completed,Mobile App,CUST-022182,Mandy Ray,72,Male,Consumer,Loyal,Hannahmouth,California,USA,West,81961,Buy Now Pay Later,Paid,USD,Same Day,WH-015,1.0,1.0,On Time,,,4.4,Positive,Satisfied with the purchase.,Instagram,,,15,7,3,214.17,89.57,8.72,23.56,156.88,99.84,33.48,21.34,15379.15,True,12
ORD-229823,2021-08-14,02:48:32,Completed,Social Media,CUST-009327,Vincent Mccarthy,52,Male,Consumer,Loyal,South Douglas,Abu Dhabi,UAE,South,44289,Digital Wallet,Paid,AED,Standard,WH-016,3.0,3.0,On Time,,,3.9,Positive,Good product. Works as expected.,Direct,,,116,41,2,1183.48,77.25,55.31,7.71,1169.25,579.76,581.78,49.76,7303.389999999999,True,6
ORD-310066,2025-12-26,09:37:19,Completed,Mobile App,CUST-016961,William Cunningham,38,Female,VIP,Loyal,New Ethan,California,USA,West,87985,Bank Transfer,Paid,USD,Standard,WH-016,6.0,6.0,On Time,,,3.4,Neutral,Quality could be improved.,Affiliate,Influencer_Program,,93,26,11,1593.8200000000002,732.77,60.28,9.64,930.97,694.91,226.42,24.32,5718.08,True,6
ORD-444025,2022-11-10,16:46:13,Completed,Website,CUST-004081,Steve Warren,66,Female,Business,Loyal,Williamsborough,California,USA,West,51264,Cash on Delivery,Paid,USD,Economy,WH-001,12.0,9.0,Delayed,,,3.1,Neutral,Not what I expected but it's okay.,Referral,,,48,47,3,820.17,371.28,31.42,3.49,483.8,401.61,78.7,16.27,4619.38,True,8
ORD-904881,2024-07-31,22:39:57,Completed,Website,CUST-001338,Stephen Carey,56,Male,Consumer,Loyal,Jenniferhaven,Florida,USA,South,87524,Credit Card,Pending,USD,Express,WH-004,2.0,2.0,On Time,,,4.0,Positive,Good value for money.,Referral,,,76,57,1,734.45,37.48,48.79,14.92,760.68,314.2,431.56,56.73,7531.08,True,5
ORD-287489,2021-10-13,07:59:44,Returned,Website,CUST-009158,Zachary Harris,58,Female,Consumer,Loyal,East Desiree,Michigan,USA,Central,35028,Bank Transfer,Refunded,USD,Express,WH-011,,,Cancelled,Returned,Damaged Product,,,,Organic Search,Default_Campaign,,0,0,4,606.84,0.0,42.48,20.87,670.19,245.48,403.84,60.26,9839.070000000002,True,6
ORD-860193,2023-06-07,01:57:32,Completed,Website,CUST-014179,Jessica Petty,74,Male,Premium,Loyal,Mezaborough,Wales,UK,West,57924,PayPal,Paid,GBP,Standard,WH-007,6.0,6.0,On Time,,,3.6,Positive,"Product is okay, nothing special but works.",Organic Search,Default_Campaign,SAVE13,172,123,3,1598.94,164.58,286.87,3.9700000000000006,1725.2,821.1099999999999,900.12,52.17,10563.77,True,6
ORD-591710,2021-08-09,21:28:10,Completed,Social Media,CUST-000152,Thomas Jacobson,31,Male,Business,Loyal,Christopherside,North Carolina,USA,South,51294,Cash on Delivery,Paid,USD,Express,WH-007,2.0,2.0,On Time,,,3.6,Positive,Met my expectations. Would recommend.,Google Ads,,SAVE45,159,71,4,1744.28,270.95,103.14,18.86,1595.33,958.14,618.33,38.76,11369.14,True,10
ORD-846085,2022-12-19,01:07:56,Returned,Social Media,CUST-019291,Dean Jacobson,71,Male,Consumer,Loyal,South Sierraberg,Lower Saxony,Germany,North,98718,PayPal,Refunded,EUR,Standard,WH-012,,,Cancelled,Returned,Damaged Product,,,,YouTube,,,0,0,7,1341.84,0.0,254.95,29.58,1626.37,719.53,877.26,53.94,4489.96,True,6
ORD-192290,2024-06-27,10:06:25,Completed,Website,CUST-005232,Heidi Davis,18,Male,Premium,Loyal,Chavezborough,Florida,USA,South,24123,Digital Wallet,Paid,USD,Economy,WH-008,5.0,5.0,On Time,,,4.3,Positive,Satisfied with the purchase.,TikTok,Default_Campaign,,39,5,2,462.88,98.78,25.49,0.48,390.07,225.0,164.59,42.19,16472.7,True,10
ORD-116332,2022-06-13,22:18:19,Completed,Website,CUST-019903,Madison Randolph,72,Male,Consumer,Loyal,North Kaylaburgh,England,UK,North,46358,Buy Now Pay Later,Pending,GBP,Express,WH-005,2.0,2.0,On Time,,,3.2,Neutral,Quality could be improved.,Instagram,Insta_Reels,SAVE36,13,12,3,124.59,23.2,20.28,12.13,133.8,56.22,65.45,48.92,11380.18,True,8
ORD-527710,2021-11-25,06:30:04,Completed,Marketplace,CUST-007328,Eric Jenkins,60,Male,Consumer,Loyal,West Aaronberg,California,USA,West,83864,Cash on Delivery,Paid,USD,Standard,WH-006,3.0,3.0,On Time,,,3.3,Neutral,Product has some issues but it works.,Facebook Ads,,,23,16,5,430.1,213.23,15.18,5.97,238.02,213.85,18.2,7.65,10943.05,True,9
ORD-788156,2022-11-27,01:34:22,Completed,Mobile App,CUST-014978,Sarah Cox,25,Female,VIP,Loyal,Bowershaven,Michigan,USA,Central,67924,Credit Card,Paid,USD,Standard,WH-005,4.0,4.0,On Time,,,4.2,Positive,Decent quality for the price.,Google Ads,,,238,29,12,3689.52,1479.11,154.73000000000002,21.27,2386.41,1886.76,478.38,20.05,9064.2,True,5
ORD-470137,2022-04-29,11:50:24,Completed,Website,CUST-024156,David Rivers,60,Female,Consumer,Returning,Huntville,Florida,USA,South,29540,Debit Card,Paid,USD,Standard,WH-017,5.0,5.0,On Time,,,3.8,Positive,Satisfied with the purchase.,Facebook Ads,,SAVE21,53,41,5,524.86,52.06,33.09,29.52,535.4100000000001,272.25,233.64,43.64,1479.36,True,3
ORD-427516,2021-01-23,05:56:24,Completed,Website,CUST-001831,Amanda Mitchell,18,Male,Business,Loyal,Danielville,Bavaria,Germany,South,52262,Debit Card,Paid,EUR,Standard,WH-018,6.0,5.0,Delayed,,,3.6,Positive,Decent quality for the price.,Facebook Ads,FB_Prospecting,,163,32,5,1455.43,89.8,259.47,13.010000000000002,1638.11,749.6099999999999,875.49,53.45,10188.7,True,9
ORD-916991,2025-08-30,02:24:34,Returned,Mobile App,CUST-010451,Zachary Guzman,42,Male,Consumer,Returning,Christensenmouth,Georgia,USA,South,38732,Debit Card,Refunded,USD,Express,WH-017,,,Cancelled,Returned,Product Not as Expected,,,,Facebook Ads,,SAVE36,0,0,4,1279.19,0.0,89.55000000000001,30.66,1399.4,858.33,510.41,36.47,2133.08,True,2
ORD-935543,2021-01-26,23:50:33,Completed,Marketplace,CUST-005950,Danielle Foster,34,Female,Premium,Returning,South Jason,Texas,USA,South,52487,PayPal,Paid,USD,Standard,WH-001,4.0,4.0,On Time,,,3.8,Positive,Decent quality for the price.,Instagram,,,66,1,4,650.07,39.97,42.71,15.41,668.22,244.3,408.51,61.13,5652.27,True,3
ORD-330973,2023-01-24,00:33:18,Completed,Website,CUST-022588,Timothy Underwood,27,Female,Consumer,Loyal,East Coryland,Ohio,USA,Central,98644,Cash on Delivery,Paid,USD,Standard,WH-011,6.0,4.0,Delayed,,,3.2,Neutral,Quality could be improved.,Direct,,,371,61,7,4169.72,711.33,242.08000000000004,18.35,3718.82,2326.62,1373.85,36.94,8221.43,True,8
ORD-261804,2021-05-19,18:48:29,Pending,Website,CUST-001121,Erica Randolph,64,Male,Consumer,Loyal,South Tyler,Queensland,Australia,North,90301,Debit Card,Failed,AUD,Express,WH-011,,,Cancelled,,,,,,Google Ads,,,0,0,4,397.6,6.050000000000001,39.16,95.35,526.06,144.35,286.36,54.43,6492.32,True,5
ORD-748808,2025-01-02,13:04:13,Completed,Marketplace,CUST-005627,Phillip Anderson,44,Male,Consumer,Loyal,Anthonychester,Texas,USA,South,89219,Digital Wallet,Paid,USD,Standard,WH-012,4.0,4.0,On Time,,,3.5,Positive,Decent quality for the price.,Direct,,,139,9,7,1355.53,76.03999999999999,89.57,27.41,1396.4699999999998,607.5500000000001,761.51,54.53,7661.52,True,10
ORD-171222,2025-09-02,13:08:32,Completed,Website,CUST-024255,Claudia Norton,33,Male,VIP,Loyal,Troychester,Illinois,USA,Central,55996,PayPal,Paid,USD,Standard,WH-015,9.0,6.0,Delayed,,,3.8,Positive,Decent quality for the price.,Email Marketing,,,10,8,1,103.76,5.28,6.89,2.68,108.05,53.14,52.23,48.34,8833.16,True,9
ORD-192495,2025-11-28,18:41:25,Completed,Mobile App,CUST-014722,Mackenzie Thompson,61,Female,Premium,Returning,Barretthaven,Texas,USA,South,60406,Debit Card,Paid,USD,Standard,WH-002,4.0,6.0,Early,,,4.7,Positive,Excellent customer service and amazing product.,Direct,,,366,79,14,5464.02,2073.25,237.35,33.05,3661.17,3212.7200000000003,415.4,11.35,5747.13,True,3
ORD-162016,2022-03-31,00:09:24,Pending,Marketplace,CUST-020932,Diana Dixon,19,Male,Business,Loyal,South Kennethton,Florida,USA,South,18776,Cash on Delivery,Paid,USD,Standard,WH-015,,,Cancelled,,,,,,Direct,,,0,0,14,3398.91,403.42,209.68,36.6,3241.77,1733.89,1471.2800000000002,45.39,14773.88,True,6
ORD-640244,2023-05-10,19:36:08,Completed,Mobile App,CUST-000754,Michael Baldwin,33,Male,Consumer,Loyal,Andrewton,Illinois,USA,Central,97422,Digital Wallet,Paid,USD,Economy,WH-005,8.0,8.0,On Time,,,3.1,Neutral,Average product. Could be better.,Google Ads,,,202,32,8,2061.6800000000003,192.24,130.86,22.160000000000004,2022.46,1139.02,861.2800000000001,42.59,11945.9,True,8
ORD-790854,2021-05-07,22:37:12,Cancelled,Marketplace,CUST-016731,Mary Stevens,40,Female,Consumer,Loyal,West Andrew,North Carolina,USA,South,59580,Bank Transfer,Failed,USD,Standard,WH-015,,,Cancelled,,,,,,Organic Search,,,0,0,11,2927.5200000000004,0.0,204.93,57.46,3189.91,1390.9399999999998,1741.5099999999998,54.59,11860.32,True,5
ORD-253835,2025-11-29,07:52:36,Pending,Social Media,CUST-011734,Mary Stewart,19,Female,VIP,Loyal,Lake John,Bavaria,Germany,South,87153,Credit Card,Failed,EUR,Economy,WH-006,,,Cancelled,,,,,,Organic Search,Default_Campaign,,0,0,3,481.14,188.73,55.56,0.0,347.97,255.78,92.19,26.49,9007.79,True,8
ORD-356689,2024-08-18,05:29:02,Completed,Website,CUST-008329,Joseph Soto,56,Male,Consumer,Loyal,North Christinefort,Michigan,USA,Central,15086,Credit Card,Paid,USD,Economy,WH-018,9.0,9.0,On Time,,,3.8,Positive,Good product. Works as expected.,Direct,,,88,5,5,862.5300000000001,55.27,56.5,17.900000000000002,881.6600000000001,451.75,412.01,46.73,4938.87,True,5
ORD-252290,2024-02-06,16:48:24,Completed,Website,CUST-014892,Emily Morrison,72,Female,Consumer,Loyal,North Matthew,New York,USA,East,99197,Buy Now Pay Later,Paid,USD,Standard,WH-009,7.0,7.0,On Time,,,3.9,Positive,"Product is okay, nothing special but works.",Direct,,,15,3,5,156.29000000000002,22.42,9.37,11.489999999999998,154.73,60.74,82.5,53.32,8537.83,True,6
ORD-790863,2022-05-06,22:45:58,Completed,Website,CUST-016470,Tina Carrillo,39,Female,Consumer,Loyal,Christopherfort,California,USA,West,49601,PayPal,Paid,USD,Standard,WH-016,5.0,5.0,On Time,,,3.6,Positive,Decent quality for the price.,YouTube,Default_Campaign,SAVE45,109,105,4,1081.22,68.8,70.87,11.21,1094.5,551.38,531.91,48.6,6966.58,True,4
ORD-273895,2024-09-04,03:32:32,Completed,Social Media,CUST-024159,Jacob Fields,19,Male,Consumer,Loyal,North Sandra,Georgia,USA,South,41426,Credit Card,Paid,USD,Express,WH-019,5.0,2.0,Delayed,,,3.5,Positive,"Product is okay, nothing special but works.",Google Ads,,,220,16,7,2389.3,391.19,139.86,62.39,2200.36,1471.97,666.0,30.27,7267.8,True,6
ORD-161126,2024-03-11,19:38:19,Completed,Mobile App,CUST-001976,Randy Colon,48,Female,Business,Loyal,New Amyhaven,Hesse,Germany,Central,14108,Credit Card,Paid,EUR,Express,WH-017,3.0,3.0,On Time,,,3.9,Positive,Satisfied with the purchase.,Facebook Ads,,SAVE33,134,3,3,1212.43,116.43,208.24,37.49,1341.73,643.4499999999999,660.79,49.25,8289.6,True,5
ORD-341995,2023-06-09,00:38:42,Pending,Website,CUST-018822,Carlos Delgado,68,Male,VIP,Loyal,Jamestown,Scotland,UK,North,66995,Digital Wallet,Paid,GBP,Standard,WH-015,,,Cancelled,,,,,,Instagram,,,0,0,2,940.36,34.04,181.26,2.06,1089.64,523.18,564.4,51.8,13355.62,True,11
ORD-648927,2021-05-04,11:43:08,Completed,Mobile App,CUST-012773,Danny Smith,30,Female,Premium,Loyal,Andrewmouth,Ohio,USA,Central,22418,Credit Card,Paid,USD,Same Day,WH-012,1.0,1.0,On Time,,,3.5,Positive,Satisfied with the purchase.,Organic Search,Default_Campaign,,121,118,5,1262.59,168.74,76.58,45.33,1215.76,577.3299999999999,593.0999999999999,48.78,8169.15,True,8
ORD-414117,2021-07-07,02:27:36,Completed,Website,CUST-013770,Aaron Luna,39,Male,Consumer,Loyal,South Davidborough,Georgia,USA,South,55264,PayPal,Paid,USD,Standard,WH-010,3.0,3.0,On Time,,,3.2,Neutral,Not what I expected but it's okay.,Google Ads,Google_Shopping,,54,17,9,579.12,90.65,34.19,24.76,547.4200000000001,300.13,222.53,40.65,2958.4,True,5
ORD-300356,2024-11-11,01:49:09,Completed,Website,CUST-012678,Geoffrey Sherman,35,Male,Premium,Loyal,Douglasstad,Texas,USA,South,23226,Debit Card,Paid,USD,Standard,WH-005,7.0,5.0,Delayed,,,4.0,Positive,"Product is okay, nothing special but works.",Facebook Ads,FB_Dynamic,,58,52,5,941.25,396.42,38.14,3.34,586.31,402.25,180.72,30.82,7404.49,True,9
ORD-310597,2024-05-31,08:08:06,Completed,Mobile App,CUST-016875,Robert Smith,53,Female,Premium,Loyal,South Jennifer,Wales,UK,West,14687,Credit Card,Paid,GBP,Standard,WH-002,4.0,4.0,On Time,,,3.3,Neutral,Average product. Could be better.,Google Ads,,SAVE41,75,23,3,710.26,99.67,122.12,18.68,751.39,319.27000000000004,413.44000000000005,55.02,13181.24,True,12
ORD-290206,2024-10-15,06:10:32,Completed,Mobile App,CUST-015279,Ashley Bird,74,Male,Premium,Returning,Port Shawnborough,Tamil Nadu,India,South,62018,Digital Wallet,Paid,INR,Standard,WH-004,7.0,6.0,Delayed,,,3.7,Positive,Good value for money.,Affiliate,Influencer_Program,,111,98,4,970.75,36.19,168.22,7.27,1110.05,555.5,547.28,49.3,2028.98,True,2
ORD-971421,2021-05-21,02:46:46,Completed,Website,CUST-013250,Elizabeth Davis,74,Female,Consumer,Loyal,East Ryan,New York,USA,East,5744,PayPal,Paid,USD,Economy,WH-008,7.0,7.0,On Time,,,4.5,Positive,Product arrived quickly and works perfectly.,Organic Search,,,84,63,4,869.36,101.63,53.74,24.81,846.28,406.18,415.29,49.07,7110.46,True,9
ORD-483790,2023-01-20,14:24:13,Pending,Mobile App,CUST-020269,Russell Sanchez,31,Male,Consumer,Loyal,New Joseph,Pennsylvania,USA,East,59002,Debit Card,Pending,USD,Same Day,WH-012,,,Cancelled,,,,,,YouTube,,SAVE44,0,0,10,1701.27,165.01999999999998,107.53,44.48,1688.26,952.26,691.52,40.96,18968.09,True,12
ORD-343548,2022-03-28,21:50:13,Completed,Website,CUST-021470,Megan Baldwin,42,Male,Consumer,Loyal,East Tracyview,Texas,USA,South,49729,PayPal,Paid,USD,Economy,WH-008,6.0,7.0,Early,,,3.9,Positive,Decent quality for the price.,Direct,Default_Campaign,SAVE26,242,227,10,2389.53,157.5,156.23999999999998,33.17,2421.44,1219.9599999999998,1168.31,48.25,7558.149999999999,True,5
